bibcode,year,title,subject,predicate,object,claim_type,evidence_text
2012JCAP...06..013A,2012,WISPy cold dark matter,axion-like particles,candidate_for,dark matter,candidate,"We find that, both for ALPs and HPs whose dominant interactions with the standard model arise from couplings to photons, a huge region in the parameter spaces spanned by photon coupling and ALP or HP mass can give rise to the observed cold dark matter."
2012JCAP...06..013A,2012,WISPy cold dark matter,hidden photons (hps),candidate_for,dark matter,candidate,"We find that, both for ALPs and HPs whose dominant interactions with the standard model arise from couplings to photons, a huge region in the parameter spaces spanned by photon coupling and ALP or HP mass can give rise to the observed cold dark matter."
2021IJMPD..3050108E,2021,Cosmological constraints on scalar field dark matter,dark matter,is,a free real scalar field,identity,"when dark matter is described by a free real scalar field filling the whole universe, plus a cosmological constant term."
2021IJMPD..3050108E,2021,Cosmological constraints on scalar field dark matter,light mass axion particles,candidate_for,dark matter,candidate,"a mass range for the scalar field was obtained, 7.8 × 10‒35 ≤ m ≤ 10‒17eV, in good agreement with light mass axion particles."
2025arXiv251114425C,2025,Dark matter halos and transonic accretion flow,dark matter,is,cold dark matter,identity,cold dark matter (DM) halo
2012arXiv1203.1309C,2012,Search for annual modulation in low-energy CDMS-II data,weakly interacting massive particles (wimps),candidate_for,dark matter,candidate,Such a modulation could be produced by interactions from Weakly Interacting Massive Particles (WIMPs) with masses ~10 GeV/c^2.
2011IJMPS...1..272H,2011,Two Dark Matter Components in N<SUB>DM</SUB>MSSM and Pamela Data,mssm neutralinos,candidate_for,dark matter,candidate,a majorana spin-1/2 (e.g. a neutralino in MSSM) and spin-0 dark matter cannot explain the data.
2011IJMPS...1..272H,2011,Two Dark Matter Components in N<SUB>DM</SUB>MSSM and Pamela Data,majorana spin-1/2,candidate_for,dark matter,candidate,a majorana spin-1/2 (e.g. a neutralino in MSSM) and spin-0 dark matter cannot explain the data.
2011IJMPS...1..272H,2011,Two Dark Matter Components in N<SUB>DM</SUB>MSSM and Pamela Data,spin-0,candidate_for,dark matter,candidate,a majorana spin-1/2 (e.g. a neutralino in MSSM) and spin-0 dark matter cannot explain the data.
2011IJMPS...1..272H,2011,Two Dark Matter Components in N<SUB>DM</SUB>MSSM and Pamela Data,dark matter,composed_of,two components,composition,incorporate 2 component dark matter
2009PhLB..678...20B,2009,Anti-deuterons from heavy Dark Matter,minimal dark matter (mdm),candidate_for,dark matter,candidate,The model of Minimal Dark Matter (MDM) is an example in this category.
2026arXiv260409081Z,2026,Probing High-Quality Axions with Gravitational Waves,axion,candidate_for,dark matter,candidate,Requiring the axion to account for the observed dark matter (DM) abundance
2026arXiv260409081Z,2026,Probing High-Quality Axions with Gravitational Waves,qcd axion,candidate_for,dark matter,candidate,"Requiring the axion to account for the observed dark matter (DM) abundance and satisfy the high-quality condition constrains the gauge symmetry-breaking scale to $f_g \in [1.6\times10^{11},\,10^{16}]\,\mathrm{GeV}$ for the QCD axion"
2024PhRvD.109e5045B,2024,Dark matter in a mirror solution to the strong CP problem,mirror electron e',candidate_for,dark matter,candidate,the mirror electron e' is a good DM candidate
2024JCAP...08..030H,2024,GW230529_181500: a potential primordial binary black hole merger in the mass gap,primordial black holes,constitutes,dark matter,constitution,"Assuming the source is a PBH-PBH merger, GW230529_181500-like events lead to approximately 1.7+36.2 -1.5 × 10^-3 of the dark matter in the form of PBHs."
2022epsc.confE.715R,2022,The IDM and THDMa - current constraints and future prospects,idm,candidate_for,dark matter,candidate,"We discuss two models that extend the Standard Model by additional particles, leading to additional scalar states, and also providing dark matter candidates."
2022epsc.confE.715R,2022,The IDM and THDMa - current constraints and future prospects,thdma,candidate_for,dark matter,candidate,"We discuss two models that extend the Standard Model by additional particles, leading to additional scalar states, and also providing dark matter candidates."
2025LRR....28....1B,2025,Primordial black holes and their gravitational-wave signatures,primordial black holes,candidate_for,dark matter,candidate,"Among other possibilities, PBHs could explain both some of the signals from binary black hole mergers observed in gravitational-wave detectors and an important component of the dark matter in the Universe."
2015PhLB..750..552K,2015,An alternative interpretation for cosmic ray peaks,dark matter,composed_of,two dm species,composition,assuming an extended dark sector with two DM species.
2024MPLA...3950145C,2024,A dynamical system analysis of non-interacting cold dark matter and dark energy at perturbative level,dark matter,is,cold dark matter,identity,a cosmological model consisting of cold dark matter and dark energy without any interaction.
2019arXiv191211453W,2019,Dark matter with excitable levels,dmwel particles,candidate_for,dark matter,candidate,"This paper explores the possibility that dark matter particles are objects with a set of excitable levels, as for a string or drum."
2019PhRvD..99j3521B,2019,Testing primordial black holes as dark matter with LISA,primordial black holes,candidate_for,dark matter,candidate,primordial black holes (PBHs) can comprise most of the dark matter of the Universe
2025arXiv250700705E,2025,Ultralight fuzzy dark matter review,ultralight dark matter,candidate_for,dark matter,candidate,Ultralight dark matter refers to the lightest potential dark matter candidates.
2025arXiv250700705E,2025,Ultralight fuzzy dark matter review,dark matter,composed_of,"minimally coupled, single, classical, spin-0 field",composition,"The most studied model in this range corresponds to a minimally coupled, single, classical, spin-0 field comprising all dark matter."
2021arXiv210810328G,2021,Revealing the Primordial Irreducible Inflationary Gravitational-Wave Background with a Spinning Peccei-Quinn Axion,qcd axion,candidate_for,dark matter,candidate,UV completions for the QCD axion dark matter
2015arXiv151206245I,2015,FRBs and dark matter axions,axion stars,constitutes,dark matter,constitution,when neutron stars collide with dark matter axion stars
2023PhLB..84338004Y,2023,Probing dark matter axions using the hyperfine structure splitting of hydrogen atoms,qcd axion,candidate_for,dark matter,candidate,QCD axions can be a substantial part of dark matter if their mass m_a ∼10^-5 eV.
2018PhRvD..97g5006B,2018,Characterizing dark matter interacting with extra charged leptons,dark matter,is,vector,identity,the DM candidate is either scalar or vector
2022PhRvD.106j2002C,2022,"ADMX-Orpheus first search for 70 μ eV dark photon dark matter: Detailed design, operations, and analysis",axions,candidate_for,dark matter,candidate,It is possible that dark matter is composed of either axions or dark photons
2022PhRvD.106j2002C,2022,"ADMX-Orpheus first search for 70 μ eV dark photon dark matter: Detailed design, operations, and analysis",dark photon,candidate_for,dark matter,candidate,It is possible that dark matter is composed of either axions or dark photons
2019arXiv190304323A,2019,"The 3 cavity prototypes of RADES, an axion detector using microwave filters at CAST",axion,candidate_for,dark matter,candidate,The Relic Axion Detector Experimental Setup (RADES) is an axion search project that uses a microwave filter as resonator for Dark Matter conversion.
2019arXiv190304323A,2019,"The 3 cavity prototypes of RADES, an axion detector using microwave filters at CAST",qcd axion,candidate_for,dark matter,candidate,to reach QCD axion sensitivity at X-Band frequencies.
2016JCAP...08..033R,2016,"Reconstructing WIMP properties through an interplay of signal measurements in direct detection, Fermi-LAT, and CTA searches for dark matter",wimp,candidate_for,dark matter,candidate,we consider several benchmark points spanning a wide range of WIMP mass
2015mgm..conf.2133S,2015,The Phase-Space Structure of Cold Dark Matter in the Universe,dark matter,is,three-dimensional manifold in six-dimensional phase space,identity,the three-dimensional manifold representing cold dark matter in six-dimensional phase space
2025arXiv250705957S,2025,Right-handed neutrino dark matter consistent with the generation of baryon number asymmetry,right-handed neutrino,candidate_for,dark matter,candidate,A right-handed neutrino is a promising candidate for dark matter (DM) which has no interaction with nuclei.
2025arXiv250705957S,2025,Right-handed neutrino dark matter consistent with the generation of baryon number asymmetry,the lightest third right-handed neutrino,candidate_for,dark matter,candidate,the lightest third right-handed neutrino could be free from them and stable to be DM.
2014MPLA...2950175G,2014,Coupled dark energy field variation,dark matter,is,cold dark matter,identity,interacts with the cold dark matter
2023PhLB..84638188B,2023,Persistent homology of collider observations: When (w)hole matters,stable singlet scalar,constitutes,dark matter,constitution,stable singlet scalar dark matter
2021PhRvD.104d3507Y,2021,Cosmology with standard sirens at cosmic noon,dark matter,is,cold dark matter,identity,w CDM (Cold Dark Matter) cosmology
2004hep.ph...10178F,2004,SuperWIMP Cosmology and Collider Physics,superwimps,candidate_for,dark matter,candidate,"Dark matter may be composed of superWIMPs, superweakly-interacting massive particles produced in the late decays of other particles."
2004hep.ph...10178F,2004,SuperWIMP Cosmology and Collider Physics,gravitino lsps,candidate_for,dark matter,candidate,We focus here on the well-motivated supersymmetric example of gravitino LSPs.
2022PhR...984....1S,2022,The H<SUB>0</SUB> Olympics: A fair ranking of proposed models,dark matter,is,cold,identity,Λ Cold Dark Matter (ΛCDM) cosmological model
2010JPhCS.203a2006A,2010,The WArP experiment,wimp,candidate_for,dark matter,candidate,make a highly sensitive search for WIMP Dark Matter candidates.
2024eas..conf.1491Z,2024,Abundance of lensed faint/dwarf galaxies in the early Universe,fuzzy dark matter,candidate_for,dark matter,candidate,"fuzzy dark matter, in particular on dark matter mass of scale $10^{-22}$eV favored as the resolution to low-redshift small-scale crisis faced by heavy particle dark matters."
2008PhRvD..78l3003C,2008,Thermodynamics of the early Universe with mirror dark matter,mirror matter,candidate_for,dark matter,candidate,Mirror matter is a promising self-collisional dark matter candidate.
2019arXiv190402129C,2019,"Primordial black holes from the QCD epoch: Linking dark matter, baryogenesis and anthropic selection",primordial black holes,candidate_for,dark matter,candidate,"If they provide the dark matter (DM), the collapse fraction must be of order the cosmological baryon-to-photon ratio ~ 10^{-9}"
2017arXiv170400144R,2017,Axion-like particles and e-ASTROGAM,axion-like particles,candidate_for,dark matter,candidate,Keywords: Axions. ALPs. Dark-matter candidates.
2002flph.conf...93K,2002,Neutrinoless Double Beta Decay - and the Neutrino Mass Matrix,neutrinos,candidate_for,dark matter,candidate,This result allows neutrinos to still play an important role as dark matter in the Universe.
2020PhRvD.101k5029D,2020,Model of metastable EeV dark matter,long-lived pseudoscalar eev particle,candidate_for,dark matter,candidate,a long-lived pseudoscalar EeV particle can be produced with sufficient abundance so as to account for the cold dark matter density
2014MNRAS.440..119L,2014,The effect of primordial antibiasing on the local measurement of the key cosmological parameters,dark matter,is,cold,identity,the standard flat Λ cold dark matter (ΛCDM) model
2016JHEP...12..099C,2016,On thermal production of self-interacting dark matter,dark matter,is,complex scalar,identity,"A complex scalar dark matter is stabilized by the Z3, that is the remnant of a local dark U(1)_d."
2026hss..confE.263G,2026,Tribute to Toshimitsu Yamazaki (1934-2025): Quest for Exotic Hadronic Matter,deeply bound h dibaryon,candidate_for,dark matter,candidate,the relatively long lifetime of such a deeply bound $H$ is much too short to qualify it for a Dark-Matter candidate.
2015arXiv151008540S,2015,"Hints of a PeV Scale Supersymmetric Neutrino Sector: Neutrino Masses, Dark Matter, keV and PeV Anomalies",sterile neutrinos,candidate_for,dark matter,candidate,freeze-in production of sterile neutrino dark matter.
2019PhRvL.123g1102M,2019,"Lyman-<mml:math display=""inline""><mml:mrow><mml:mi>α</mml:mi></mml:mrow></mml:math> Forest Constraints on Primordial Black Holes as Dark Matter",primordial black holes,candidate_for,dark matter,candidate,primordial black holes (PBHs) may constitute a significant part of dark matter
2025MNRAS.536.2404S,2025,Reconciling S<SUB>8</SUB>: insights from interacting dark sectors,cold dark matter,constitutes,dark matter,constitution,dark energy (DE) interacting with cold dark matter
2025MNRAS.536.2404S,2025,Reconciling S<SUB>8</SUB>: insights from interacting dark sectors,warm dark matter,constitutes,dark matter,constitution,warm dark matter interacting with DE
2021arXiv211200707X,2021,"Constraints on GeV Dark Matter interaction with baryons, from a novel Dewar experiment",sexaquark (uuddss),candidate_for,dark matter,candidate,One DM model that is constrained is sexaquark $(uuddss)$ DM with mass $m_X \sim 2$ GeV; it remains viable.
2025Astro...4...16N,2025,Extending the Quantum Memory Matrix to Dark Energy: Residual Vacuum Imprint and Slow-Roll Entropy Fields,dark matter,is,gradient-dominated limit of the underlying information field,identity,"In this picture, dark matter and dark energy arise as gradient-dominated and potential-dominated limits of the same underlying information field"
2008RMxAA..44..149B,2008,Flat Central Density Profiles from Scalar Field Dark Matter Halos,scalar field dark matter,is,cold dark matter,identity,CDM and SFDM are equivalent from the cosmological point of view.
2008RMxAA..44..149B,2008,Flat Central Density Profiles from Scalar Field Dark Matter Halos,scalar field,candidate_for,dark matter,candidate,"Scalar fields endowed with a cosh potential behave in the linear regime, exactly as the cold dark matter (CDM) model."
2018JCAP...01..055R,2018,A precision search for WIMPs with charged cosmic rays,canonical thermal wimps,candidate_for,dark matter,candidate,AMS-02 has reached the sensitivity to probe canonical thermal WIMPs by their annihilation into antiprotons.
2018JCAP...01..055R,2018,A precision search for WIMPs with charged cosmic rays,thermal wimps with masses up to 570 gev which annihilate into bottom quarks,candidate_for,dark matter,candidate,we are able to exclude thermal WIMPs with masses up to 570 GeV which annihilate into bottom quarks.
2018JCAP...01..055R,2018,A precision search for WIMPs with charged cosmic rays,particle of mass around 80 gev,candidate_for,dark matter,candidate,a reported excess compatible with dark matter of mass around 80 GeV
2021JPhCS2156a2041L,2021,MADMAX: a QCD dark matter axion direct-detection experiment,axions,candidate_for,dark matter,candidate,Axions later turned out to be an excellent candidate for cold dark matter.
2005astro.ph..6623N,2005,"Fully Degenerate Self-Gravitating Fermionic Dark Matter: Implications to the Density Profile of the Cluster of Galaxies A1689, and the Mass Hierarchy of Black Holes",dark matter,composed_of,fermionic,composition,Equilibrium configurations of weakly interacting fully degenerate fermionic dark matter are considered at various scales in the Universe.
2005astro.ph..6623N,2005,"Fully Degenerate Self-Gravitating Fermionic Dark Matter: Implications to the Density Profile of the Cluster of Galaxies A1689, and the Mass Hierarchy of Black Holes",massive neutrinos,candidate_for,dark matter,candidate,"If massive neutrinos are the dominant dark matter, the rest mass will be about 4.7 or 2.3 eV respectively for Majorana or Dirac neutrinos."
2005astro.ph..6623N,2005,"Fully Degenerate Self-Gravitating Fermionic Dark Matter: Implications to the Density Profile of the Cluster of Galaxies A1689, and the Mass Hierarchy of Black Holes",majorana neutrinos,candidate_for,dark matter,candidate,"If massive neutrinos are the dominant dark matter, the rest mass will be about 4.7 or 2.3 eV respectively for Majorana or Dirac neutrinos."
2005astro.ph..6623N,2005,"Fully Degenerate Self-Gravitating Fermionic Dark Matter: Implications to the Density Profile of the Cluster of Galaxies A1689, and the Mass Hierarchy of Black Holes",dirac neutrinos,candidate_for,dark matter,candidate,"If massive neutrinos are the dominant dark matter, the rest mass will be about 4.7 or 2.3 eV respectively for Majorana or Dirac neutrinos."
2005astro.ph..6623N,2005,"Fully Degenerate Self-Gravitating Fermionic Dark Matter: Implications to the Density Profile of the Cluster of Galaxies A1689, and the Mass Hierarchy of Black Holes",sterile neutrinos,candidate_for,dark matter,candidate,"If we identify the fermions as heavier sterile neutrinos, they yield the characteristic mass hierarchy of black holes; giant black hole at the center of a galaxy and the intermediate mass black holes."
2012JCAP...07..022B,2012,Asymmetric Dark Matter and Dark Radiation,dark matter,is,asymmetric dark matter (adm),identity,"Asymmetric Dark Matter (ADM) models invoke a particle-antiparticle asymmetry, similar to the one observed in the Baryon sector, to account for the Dark Matter (DM) abundance."
2021A&A...649A..88T,2021,KiDS-1000 Cosmology: Constraints beyond flat ΛCDM,dark matter,is,cold dark matter,identity,"a cosmological constant (Λ), and cold dark matter (CDM)"
2022icrc.confE.515G,2022,VERITAS dark matter search in dwarf Spheroidal galaxies: an extended source analysis,weakly interacting massive particles (wimps),candidate_for,dark matter,candidate,"Among DM particle candidates, Weakly Interacting Massive Particles (WIMPs) are an attractive one."
2005AIPC..804..325K,2005,The Dark Matter ``Problem'',dark matter,is,fictitious and due to a modification of the law of gravity,identity,"An alternative interpretations of the data, in which the dark matter is fictitious and due to a modification of the law of gravity, is also discussed."
2020PhRvD.102b3504B,2020,Dark matter axion detection in the radio/mm waveband,axion,candidate_for,dark matter,candidate,We discuss axion dark matter detection via two mechanisms: spontaneous decays and resonant conversion in neutron star magnetospheres.
2009AIPC.1115...80Y,2009,Constrained Simulations of the Local Universe in Different Dark Matter Scenarios,cold dark matter,candidate_for,dark matter,candidate,the standard Cold Dark Matter
2009AIPC.1115...80Y,2009,Constrained Simulations of the Local Universe in Different Dark Matter Scenarios,warm dark matter,candidate_for,dark matter,candidate,two Warm Dark Matter models with particles masses ranging from 3 to 1 keV
2019PhRvL.123s1801K,2019,Superheavy Thermal Dark Matter,dark matter,composed_of,many nearly degenerate particles,composition,The dark matter consists of many nearly degenerate particles
2018PhRvD..97j3523L,2018,Self-consistent construction of virialized wave dark matter halos,ψdm,candidate_for,dark matter,candidate,"Wave dark matter (ψ DM ), which satisfies the Schrödinger-Poisson equation, has recently attracted substantial attention as a possible dark matter candidate."
2026ApJ..1002....8G,2026,The DREAMS Project: Disentangling the Impact of Halo-to-halo Variance and Baryonic Feedback on Milky Way Dark Matter Density Profiles,dark matter,is,collisionless,identity,the halos are nearly entirely collisionless dark matter.
2009AIPC.1166..218A,2009,ZEPLIN-II limits on WIMP-nucelon interactions,weakly interacting massive particles (wimps),candidate_for,dark matter,candidate,dark matter in the form of Weakly Interacting Massive Particles (WIMPs)
2022PAN....85...97A,2022,Directional Observation of Particles of Cold Dark Matter (WIMPs) in Experiments with Nuclear Track Emulsions and Other Tracking Detectors,wimp,candidate_for,dark matter,candidate,hypothetical dark-matter weakly interacting massive particles (WIMPs)
2012EAS....53...43V,2012,The Directional Dark Matter Detector (D<SUP>3</SUP>),wimp,candidate_for,dark matter,candidate,direction-sensitive WIMP dark matter searches
2004AIPC..698..332R,2004,ADMX Dark-Matter Axion Search,axion,candidate_for,dark matter,candidate,"Subsequently, the axion was recognized to be a good Cold Dark Matter candidate."
2024arXiv240400997H,2024,Magnetic axion vortex and very light QCD axions,axions,candidate_for,dark matter,candidate,axions decay too quickly to constitute dark matter in galaxies.
2024JHEP...08..168M,2024,Coleman-Weinberg dynamics of ultralight scalar dark matter and GeV-scale right-handed neutrinos,singlet real scalar field,candidate_for,dark matter,candidate,The scalar is an ultralight dark matter candidate
2015PhLB..751..338B,2015,Gravitationally induced particle production and its impact on the WIMP abundance,weakly interacting massive particles (wimps),candidate_for,dark matter,candidate,One of the most investigated candidates is an unknown long-lived Weakly Interacting Massive Particle (WIMP) which was in thermal equilibrium with the primeval plasma.
2020MNRAS.493.5944L,2020,Axion structure formation - II. The wrath of collapse,dark matter,is,qcd axion,identity,quantum chromodynamic axion dark matter
2020MNRAS.493.5944L,2020,Axion structure formation - II. The wrath of collapse,dark matter,is,highly correlated bose fluid,identity,as a highly correlated Bose fluid
2021arXiv210606494A,2021,Hidden sectors and a multi-temperature universe,dark dirac fermion,candidate_for,dark matter,candidate,"dark matter resides partially or wholly in hidden sectors in the form of dark Dirac fermions, dark neutralinos or dark photons."
2021arXiv210606494A,2021,Hidden sectors and a multi-temperature universe,dark neutralinos,candidate_for,dark matter,candidate,"dark matter resides partially or wholly in hidden sectors in the form of dark Dirac fermions, dark neutralinos or dark photons."
2021arXiv210606494A,2021,Hidden sectors and a multi-temperature universe,dark photon,candidate_for,dark matter,candidate,"dark matter resides partially or wholly in hidden sectors in the form of dark Dirac fermions, dark neutralinos or dark photons."
2021arXiv210606494A,2021,Hidden sectors and a multi-temperature universe,dark photon,constitutes,dark matter,constitution,the dark photon may constitute a significant portion of dark matter.
2017EPJC...77..468B,2017,Exceptional composite dark matter,electroweak triplet,candidate_for,dark matter,candidate,if the dark matter particle is part of an electroweak triplet.
2017EPJC...77..468B,2017,Exceptional composite dark matter,composite singlet,candidate_for,dark matter,candidate,The totality of the relic abundance can be accommodated if instead this particle is a composite singlet.
2024PhRvD.109l3037S,2024,New criterion for the existence of dark matter in neutron stars,fermion,candidate_for,dark matter,candidate,dark matter modeled as fermions (with or without self-interaction)
2024PhRvD.109l3037S,2024,New criterion for the existence of dark matter in neutron stars,self-interacting bosons,candidate_for,dark matter,candidate,dark matter modeled as fermions (with or without self-interaction) or self-interacting bosons
2019PhRvL.123y1102D,2019,Constraining Primordial Black Hole Abundance with the Galactic 511 keV Line,dark matter,is,primordial black holes,identity,Models in which dark matter consists entirely of primordial black holes (PBHs) with masses around 10<SUP>17</SUP> g are currently unconstrained.
2019PhRvL.123y1102D,2019,Constraining Primordial Black Hole Abundance with the Galactic 511 keV Line,primordial black holes,constitutes,dark matter,constitution,ruling out models in which these PBHs constitute the entirety of dark matter.
2019PhRvL.123y1102D,2019,Constraining Primordial Black Hole Abundance with the Galactic 511 keV Line,primordial black holes,candidate_for,dark matter,candidate,if PBHs are a component of the Galactic dark matter density
2016ApJ...818...89S,2016,"Contrasting Galaxy Formation from Quantum Wave Dark Matter, ψDM, with ΛCDM, using Planck and Hubble Data",ψdm,constitutes,dark matter,constitution,"wave dark matter, \psi DM"
2016ApJ...818...89S,2016,"Contrasting Galaxy Formation from Quantum Wave Dark Matter, ψDM, with ΛCDM, using Planck and Hubble Data",axions,candidate_for,dark matter,candidate,"wave dark matter, \psi DM, appropriate for light bosons such as axions"
2009JCAP...12..016P,2009,Can we discover dual-component thermal WIMP dark matter?,weakly interacting massive particles (wimps),candidate_for,dark matter,candidate,the dark matter in the Universe has two components of weakly interacting massive particles (WIMPs)
2023Univ....9..429M,2023,Axionic Dark Matter in a Bi-Metric Universe,axions,candidate_for,dark matter,candidate,axion dark matter
2023Univ....9..429M,2023,Axionic Dark Matter in a Bi-Metric Universe,wimp,candidate_for,dark matter,candidate,study of dark matter as WIMPs and FIMPs
2023Univ....9..429M,2023,Axionic Dark Matter in a Bi-Metric Universe,fimps,candidate_for,dark matter,candidate,study of dark matter as WIMPs and FIMPs
2016PhRvD..93i5011B,2016,Hidden confining world on the 750 GeV diphoton excess,lightest baryon in this confining theory,candidate_for,dark matter,candidate,The lightest baryon in this confining theory could serve as a viable dark matter candidate.
2021arXiv211205015V,2021,The Standard Model and Dark Matter in a unified Einstein-Dirac system with discrete extra dimensions,kaluza-klein partners of quark-leptons,candidate_for,dark matter,candidate,these Kaluza-Klein modes can be considered as candidates of dark matters.
2014PhRvD..90d3526I,2014,Sharp gamma-ray spectral features from scalar dark matter annihilations,dark matter,is,real scalar,identity,the dark matter particle is a real scalar
2014PDU.....5...45P,2014,WIMP physics with ensembles of direct-detection experiments,wimp,candidate_for,dark matter,candidate,weakly-interacting massive particle (WIMP) dark matter
2023arXiv231111975S,2023,Black Hole Phenomenology and Dark Matter Searches,primordial black holes,constitutes,dark matter,constitution,We find that the ET should be able to detect and constrain the PBH abundance if these constitute at least approximately one part in $10^5$ of the dark matter.
2010IJMPD..19.2151C,2010,Cosmology with Mirror Dark Matter,mirror matter,candidate_for,dark matter,candidate,Mirror matter is a stable self-collisional dark matter candidate.
2020arXiv200400244C,2020,A Collapsing Distribution of Axion Dark Matter,axion,candidate_for,dark matter,candidate,Axion Scalar Dark Matter or Axion like particles with ultra-light masses.
2020arXiv200400244C,2020,A Collapsing Distribution of Axion Dark Matter,axion-like particles,candidate_for,dark matter,candidate,Axion Scalar Dark Matter or Axion like particles with ultra-light masses.
2024PhLB..85238609C,2024,Primordial black hole neutrinogenesis of sterile neutrino dark matter,sterile neutrinos,candidate_for,dark matter,candidate,could be warm dark matter in the 0.3 MeV to 0.3 TeV mass range
2026arXiv260401084M,2026,Curvature-induced electroweak symmetry breaking and phase transition of a Higgs-portal dark scalar field,dark matter,is,non-minimally coupled scalar field (higgs-portal),identity,a non-minimally coupled scalar dark matter field with a Higgs-portal
2017PhRvD..96d3020G,2017,Astrophysical uncertainties on stellar microlensing constraints on multisolar mass primordial black hole dark matter,multisolar mass primordial black holes (pbhs),candidate_for,dark matter,candidate,multisolar mass primordial black holes (PBHs) as a dark matter candidate.
2006PhRvL..97e1801C,2006,Implications of Direct Dark Matter Constraints for Minimal Supersymmetric Standard Model Higgs Boson Searches at the Tevatron,lightest neutralino,constitutes,dark matter,constitution,if the lightest neutralino makes up the dark matter of our universe
2016PhRvD..94d4029C,2016,Constraints on primordial black holes from the Galactic gamma-ray background,primordial black holes,candidate_for,dark matter,candidate,the largest PBHs could provide the dark matter
2019PhRvD.100k5026B,2019,Coherent relaxion dark matter,relaxion,candidate_for,dark matter,candidate,"We show that the relaxion, which addresses the hierarchy problem, can account for the observed dark matter (DM) relic density."
2006cmb..confE..52P,2006,PLANCK: Detectability of Synchrotron emission by DM annihilation.,wimp,candidate_for,dark matter,candidate,We analyse the conditions in which synchrotron emission from WIMPs annihilation in DM clumps may be detected in Planck.
2006cmb..confE..52P,2006,PLANCK: Detectability of Synchrotron emission by DM annihilation.,neutralino,candidate_for,dark matter,candidate,"We take into account the possible range of neutralino masses and cross sections, the annihilation channels and the magnetic field."
2005dmap.conf..308A,2005,Dark matter and colliders,lightest neutralino,candidate_for,dark matter,candidate,we investigate the stau-neutralino co-annihilation domain where the lightest stau mass is very close to the lightest neutralino (LSP) mass. This narrow mass difference needs to be determined accurately at the colliders to verify this mSUGRA explanation of dark matter.
2021ApJ...923...68O,2021,The Phantom Dark Matter Halos of the Local Volume in the Context of Modified Newtonian Dynamics,phantom dark matter (pdm),constitutes,dark matter,constitution,"the ""phantom"" dark matter (PDM) that would source the MOND gravitational field in Newtonian gravity"
2013PhRvD..87i5007D,2013,Top squark searches using dilepton invariant mass distributions and bino-Higgsino dark matter at the LHC,lightest neutralino,candidate_for,dark matter,candidate,"The case where the lightest neutralino is a mixture of bino and Higgsino, satisfying the thermal dark matter relic density, is investigated."
2015MNRAS.449.3393M,2015,The behaviour of dark matter associated with four bright cluster galaxies in the 10 kpc core of Abell 3827,self-interacting dark matter,candidate_for,dark matter,candidate,"Such offsets are not seen in field galaxies, but are predicted during the long infall to a cluster, if dark matter self-interactions generate an extra drag force."
2021APh...12502506G,2021,MeV-GeV γ-ray telescopes probing gravitino LSP with coexisting axino NLSP as dark matter in the μνSSM,gravitino,candidate_for,dark matter,candidate,the gravitino as the lightest supersymmetric particle (LSP) is a good candidate for dark matter
2021APh...12502506G,2021,MeV-GeV γ-ray telescopes probing gravitino LSP with coexisting axino NLSP as dark matter in the μνSSM,axino lsp,constitutes,dark matter,constitution,an axino next-to-LSP (NLSP) as a coexisting dark matter particle
2014JCAP...10..059L,2014,Inert scalar dark matter in an extra dimension inspired model,first kaluza-klein mode of an real scalar,candidate_for,dark matter,candidate,The dark matter candidate corresponds to the first Kaluza-Klein mode of an real scalar added to the Standard Model.
2011arXiv1103.4842K,2011,The generalized second law for the interacting generalized Chaplygin gas model,interacting generalized chaplygin gas,candidate_for,dark matter,candidate,interacting generalized Chaplygin gas as a unified candidate for dark matter (DM) and dark energy (DE)
2002ApJ...564....8M,2002,"Predicting the Number, Spatial Distribution, and Merging History of Dark Matter Halos",dark matter,is,cold dark matter,identity,collisionless simulation of a cold dark matter (CDM) universe
2010PhRvD..82e1701C,2010,Dark matter direct detection constraints on the minimal supersymmetric standard model and implications for LHC Higgs boson searches,dark matter,composed_of,lightest neutralino,composition,Assuming the lightest neutralino solely composes the cosmic dark matter
2021arXiv210905854G,2021,Dark Matter in Astrophysics/Cosmology,warm dark matter,candidate_for,dark matter,candidate,focusing on two particular cases: warm and self-interacting dark matter
2021arXiv210905854G,2021,Dark Matter in Astrophysics/Cosmology,self-interacting dark matter,candidate_for,dark matter,candidate,focusing on two particular cases: warm and self-interacting dark matter
2026arXiv260122740K,2026,Radiative Dirac Neutrino Masses from Modular $S_3$ Symmetry in an Axion Model,axion,constitutes,dark matter,constitution,The axion emerging from this framework dynamically resolves the strong CP problem and accounts for the observed dark matter abundance.
2006CzJPh..56..535W,2006,Dark-matter search with CRESST,dark matter,is,non-baryonic particle,identity,non-baryonic particle dark matter
2020PAN....83.1597D,2020,Spectra of Secondary Particles in High-Energy Proton-Proton Collisions in the Thermodynamic Model and the Possibility of Detection of Particles of Dark Matter,large mass quark nuggets,candidate_for,dark matter,candidate,it is possible to search for large mass quark nuggets as possible candidates for the role of dark matter particles.
2020PAN....83.1597D,2020,Spectra of Secondary Particles in High-Energy Proton-Proton Collisions in the Thermodynamic Model and the Possibility of Detection of Particles of Dark Matter,boson x17,candidate_for,dark matter,candidate,"taking into account the boson X17, a new particle, a possible candidate for the role of dark matter particles."
